pricePerServing,weightPerServing,vegetarian,vegan,glutenFree,dairyFree,sustainable,lowFodmap,ketogenic,whole30,readyInMinutes,aggregateLikes,spoonacularScore,healthScore,percentProtein,percentFat,percentCarbs,calories,Fat/g,Saturated Fat/g,Carbohydrates/g,Sugar/g,Cholesterol/mg,Sodium/mg,Protein/g,Vitamin B3/mg,Selenium/µg,Phosphorus/mg,Iron/mg,Vitamin B2/mg,Calcium/mg,Vitamin B1/mg,Folate/µg,Potassium/mg,Copper/mg,Zinc/mg,Manganese/mg,Magnesium/mg,Vitamin B12/µg,Vitamin B5/mg,Vitamin B6/mg,Vitamin E/mg,Fiber/g,Vitamin A/IU,Vitamin D/µg,Vitamin K/µg,Vitamin C/mg
1.2937,69,0,False,1,True,0,False,0,True,45,1,68.0,25.0,1.82,92.93,5.25,222.22,23.61,3.28,3.0,0.7,0.8,226.57,1.04,0.48,0.0,18.05,1.48,0.03,33.97,0.03,34.35,142.72,0.04,0.27,0.06,12.44,0.0,0.12,0.04,3.55,0.82,1697.33,0.0,342.28,33.01
2.786,732,0,False,1,True,0,False,0,False,17,37,95.0,34.0,42.99,45.82,11.19,308.23,16.12,1.5,8.86,5.54,61.2,483.7,34.02,17.71,120.46,258.76,3.67,0.21,82.55,0.08,46.84,435.41,0.22,1.54,0.15,70.84,4.34,0.39,0.67,3.84,1.22,1125.72,2.04,48.61,25.64
4.5454,303,0,False,0,True,0,False,0,False,30,13,80.0,27.0,40.67,50.06,9.27,440.65,24.55,4.0,10.22,2.12,111.45,620.41,44.88,7.35,91.46,452.62,1.9,0.2,58.4,0.22,51.69,894.28,0.16,1.08,0.17,77.21,2.84,0.87,0.52,3.36,1.44,213.25,4.56,31.92,16.35
5.3023,420,0,False,1,True,0,False,0,False,45,0,68.0,31.0,43.48,45.95,10.57,493.22,24.73,2.22,12.79,5.45,121.9,1104.63,52.64,6.83,94.93,612.03,1.99,0.26,75.78,0.25,42.89,1380.94,0.18,1.55,0.22,110.84,2.62,0.52,0.82,6.56,1.83,1600.98,2.55,67.51,10.35
6.9782,567,0,False,1,True,0,True,0,True,16,0,94.0,100.0,81.75,7.91,10.34,363.59,3.11,0.61,9.13,4.64,170.66,221.69,72.2,9.19,131.55,844.55,2.37,0.3,99.78,0.36,58.7,2024.56,0.22,2.07,0.4,148.96,3.61,0.82,1.16,3.95,2.65,1366.88,3.57,20.64,49.19
3.6925,528,0,False,1,True,0,False,0,False,42,13,71.0,19.0,32.81,58.56,8.63,389.99,25.52,2.66,8.46,3.17,71.77,732.35,32.18,6.5,63.29,291.53,1.35,0.28,37.06,0.12,63.49,757.9,0.19,0.86,0.25,60.38,2.25,0.92,0.41,4.64,1.18,256.99,4.39,34.73,18.73
7.8022,570,0,False,0,False,0,False,0,False,20,0,71.0,37.0,33.13,54.52,12.35,1077.88,66.9,8.63,34.08,6.29,323.36,477.08,91.48,8.2,135.94,922.74,6.45,0.67,465.91,0.43,78.85,1626.08,0.19,2.81,0.4,135.44,3.88,1.56,0.97,5.37,9.92,678.16,4.77,33.6,5.57
32.5717,1234,0,False,0,False,0,False,0,False,40,1,79.0,100.0,41.91,39.08,19.01,1955.38,85.93,10.53,94.03,8.7,403.69,822.28,207.35,26.23,317.22,2839.83,12.42,2.26,795.24,1.33,217.83,5152.78,1.91,11.19,4.18,763.76,8.5,2.75,2.86,43.8,24.62,1546.82,8.26,201.49,54.06
2.5504,397,0,False,0,False,0,False,0,False,25,0,86.0,71.0,17.41,21.73,60.86,688.45,16.68,12.07,105.17,14.75,187.34,1217.62,30.07,14.95,64.0,396.49,20.98,1.45,270.53,1.31,360.95,552.79,0.41,3.09,0.89,81.28,4.11,1.17,1.3,2.6,5.1,3564.04,3.43,7.29,109.85
30.8043,2603,0,False,1,True,0,False,0,True,28,0,76.0,100.0,79.48,7.84,12.68,1720.31,14.65,2.85,53.34,27.13,774.0,1588.87,334.3,44.19,600.44,3948.07,14.38,1.63,514.4,1.88,359.85,9733.48,1.43,10.29,1.66,717.24,16.38,6.0,5.82,18.11,16.66,3765.28,16.2,75.4,245.03
0.069,16,0,False,0,True,0,True,0,False,20,0,8.0,0.0,14.81,29.0,56.19,18.12,0.5,0.13,2.19,0.0,4.69,33.26,0.58,0.0,0.75,21.84,0.0,0.02,14.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.8079,352,0,False,1,True,0,False,0,False,12,0,90.0,72.0,61.97,28.44,9.59,408.93,13.27,3.46,10.06,2.77,150.0,427.49,65.07,14.13,127.36,586.08,2.29,0.23,55.09,0.16,87.51,1114.02,0.35,1.58,0.47,112.65,4.74,1.69,0.68,2.71,1.3,0.0,9.3,7.33,9.31
10.1139,1044,0,False,0,False,0,False,0,False,90,0,79.0,60.0,34.23,50.8,14.97,1334.11,74.5,43.57,49.41,17.98,624.36,5852.4,112.95,12.35,203.41,1484.56,5.11,1.11,691.66,0.82,95.6,2647.76,0.52,5.46,0.76,233.73,6.41,2.56,1.4,5.66,2.32,3180.17,9.16,41.85,11.59
19.8594,2351,0,False,0,False,0,False,0,False,60,0,77.0,100.0,22.64,29.06,48.3,1999.17,66.92,50.19,250.27,21.46,209.14,3178.45,117.34,29.7,163.49,1849.44,25.5,1.26,781.36,2.23,423.4,8307.52,1.73,7.04,3.49,583.24,5.9,5.7,5.74,9.68,29.06,6704.99,5.22,133.4,174.02
32.0456,1815,0,False,1,True,0,False,0,False,25,0,76.0,100.0,75.98,19.97,4.05,1472.79,32.64,9.36,14.92,3.4,680.91,3896.61,279.45,55.21,571.11,2403.81,9.86,1.0,218.94,0.63,384.89,4483.33,1.22,5.05,0.88,409.75,21.51,6.87,2.37,7.41,2.81,1143.13,42.18,180.19,15.57
4.8885000000000005,600,0,False,1,True,0,False,0,False,45,1,86.0,63.0,23.37,63.15,13.48,715.01,52.8,26.6,25.36,7.1,235.26,1208.78,43.97,11.04,56.9,686.76,8.17,0.58,165.73,0.54,232.5,1658.78,0.82,3.16,2.36,210.6,1.59,2.56,0.85,2.36,7.8,6758.4,2.12,33.76,56.05
4.932799999999999,335,0,False,1,True,0,False,0,True,30,0,90.0,100.0,30.27,63.14,6.59,444.43,31.44,4.67,7.37,1.96,136.08,459.21,33.92,4.44,63.47,404.11,4.93,0.27,146.13,0.27,242.14,1133.41,0.22,1.36,1.1,162.38,6.5,1.4,0.8,6.2,3.16,10789.93,0.0,564.49,33.47
1.6111000000000002,55,0,False,1,True,0,False,0,True,12,134,60.0,8.0,12.28,87.39,0.33,192.66,18.8,2.66,0.16,0.04,26.67,307.7,5.95,0.7,12.31,67.0,0.41,0.0,0.0,0.04,0.0,89.17,0.0,0.0,0.0,13.81,1.27,0.25,0.1,2.58,0.0,0.0,0.0,10.85,0.0
11.7314,598,0,False,1,True,0,True,0,True,67,3,78.0,51.0,62.14,37.17,0.69,672.9,26.74,4.74,1.11,0.42,453.44,1051.4,100.6,11.94,206.99,1123.56,4.86,0.17,87.18,0.57,54.55,1469.98,0.18,2.28,0.09,229.42,21.66,4.27,1.71,1.96,0.0,511.26,0.0,8.13,6.13
3.7138,331,0,False,1,True,0,False,0,False,45,0,90.0,98.0,58.11,25.8,16.09,228.88,6.42,1.2,9.01,5.26,136.08,133.89,32.53,6.0,65.92,399.46,2.09,0.3,35.13,0.26,64.92,802.8,0.22,1.14,0.17,85.33,6.51,2.18,0.85,1.51,2.64,3008.7,0.0,5.77,132.06
20.1586,1083,0,False,1,True,0,False,0,False,45,0,74.0,71.0,64.32,31.88,3.8,1121.89,35.53,6.52,9.52,3.13,720.0,2400.37,161.26,20.1,328.99,1838.88,8.68,0.36,187.44,0.95,131.07,2729.05,0.35,3.97,0.43,384.51,34.38,7.12,2.95,3.19,3.96,3222.94,0.0,12.08,102.46
6.2164,844,0,False,1,False,0,False,0,False,10,0,64.0,27.0,37.19,57.96,4.85,574.55,36.8,9.34,6.93,1.38,201.79,176407.16,53.13,5.21,105.94,482.35,6.05,0.59,260.15,0.25,42.81,906.17,0.28,1.61,0.84,126.04,8.78,2.02,0.79,4.69,3.13,662.43,0.0,73.91,10.09
1.3299,84,0,False,1,True,0,False,0,False,45,1,48.0,11.0,64.69,20.6,14.71,88.52,1.83,0.39,2.94,1.43,56.7,182.01,12.94,1.52,26.15,145.4,0.68,0.03,12.59,0.07,6.95,188.99,0.04,0.36,0.04,30.09,2.71,0.54,0.22,0.0,0.0,66.4,0.0,0.0,0.0
5.3861,469,0,False,1,False,0,False,0,False,20,0,64.0,26.0,18.59,64.44,16.97,872.81,63.58,33.02,37.67,0.76,415.32,413.48,41.26,5.66,73.47,594.84,4.1,0.43,163.19,0.36,91.67,946.15,0.2,2.59,0.44,134.41,6.97,2.41,0.89,3.12,4.79,2728.92,1.48,32.41,16.27
3.7601,286,0,False,1,False,0,False,0,False,10,347,81.0,14.0,14.35,83.27,2.38,862.54,80.56,25.85,5.19,2.24,227.67,618.68,31.24,3.66,62.85,362.74,1.79,0.08,53.15,0.19,25.87,538.81,0.08,0.83,0.1,75.05,6.57,1.41,0.61,8.35,1.44,1221.66,0.64,33.13,9.74
4.0108,427,0,False,1,True,0,False,0,True,45,26,95.0,60.0,26.55,53.09,20.36,482.54,29.08,3.92,25.09,14.93,136.08,314.67,32.73,4.88,62.74,394.23,1.87,0.18,84.92,0.31,91.65,963.81,0.22,1.13,0.14,100.24,6.5,2.46,0.74,2.33,6.91,1788.33,0.0,10.55,78.25
4.5305,230,0,False,0,True,0,False,0,False,30,0,37.0,8.0,52.07,16.52,31.41,247.89,3.02,0.62,12.93,5.72,90.72,3670.16,21.43,2.98,42.97,264.64,1.68,0.07,62.26,0.15,35.77,563.0,0.1,0.66,0.22,60.43,4.33,1.01,0.39,0.0,2.4,179.32,0.0,0.0,7.98
5.7489,296,0,False,0,True,0,False,0,False,45,0,48.0,14.0,23.2,58.97,17.83,288.82,19.43,3.51,13.22,6.89,49.9,506.59,17.2,1.02,0.88,67.48,1.49,0.12,107.66,0.1,21.08,420.16,0.16,0.28,0.06,34.67,0.0,0.4,0.19,2.44,4.05,3455.92,0.0,198.0,78.59
2.9181,148,0,False,1,False,0,False,0,False,20,7,53.0,11.0,67.4,32.12,0.48,158.47,5.42,1.47,0.18,0.04,117.64,146.97,25.57,3.04,52.59,285.95,1.26,0.05,22.62,0.14,13.31,372.82,0.05,0.58,0.03,57.95,5.5,1.08,0.44,0.22,0.0,197.22,0.0,0.0,0.0
2.94,136,0,False,1,True,0,True,0,True,8,0,66.0,22.0,82.39,13.86,3.75,111.36,1.65,0.41,1.0,0.18,56.7,298.55,22.08,2.92,72.96,242.29,1.28,0.26,37.22,0.04,33.31,533.08,0.06,0.57,0.04,38.95,1.58,0.45,0.25,0.52,0.5,1280.61,4.31,246.0,19.95
1.8467,103,0,False,0,True,0,False,0,False,45,0,34.0,6.0,61.45,18.64,19.91,130.48,1.5,0.32,3.6,1.68,48.38,79.35,11.12,1.46,22.7,128.1,0.69,0.04,13.63,0.08,11.71,198.35,0.04,0.29,0.05,27.46,2.31,0.49,0.22,0.0,0.29,186.32,0.0,4.51,7.44
3.4931,526,0,False,1,True,0,False,0,True,45,809,100.0,98.0,13.28,71.61,15.11,577.4,47.82,6.82,22.7,5.86,68.04,647.39,19.95,3.02,32.74,273.34,3.64,0.24,181.46,0.34,351.66,1181.84,0.35,2.37,1.18,85.78,3.25,2.9,0.5,7.98,10.87,5175.69,0.0,547.36,52.34
5.1787,386,0,False,1,True,0,True,0,False,45,1,54.0,16.0,65.22,18.41,16.37,342.42,5.33,1.16,10.66,0.95,181.44,2883.0,42.47,5.5,83.79,477.25,2.41,0.1,41.18,0.24,24.04,648.28,0.11,1.01,0.13,103.02,8.66,1.78,0.72,0.0,0.0,204.12,0.0,0.0,0.0
10.3627,663,0,False,0,True,0,False,0,False,40,2,78.0,43.0,28.72,48.35,22.93,492.9,26.79,3.89,28.59,14.47,138.63,975.36,35.81,6.51,65.39,439.02,3.35,0.21,94.24,0.33,104.41,1301.32,0.37,1.4,0.87,124.35,6.52,2.33,0.85,3.23,12.64,1315.48,0.0,56.49,36.74
3.9495,404,0,False,1,False,0,False,0,False,45,18,85.0,30.0,24.26,62.07,13.67,599.95,41.48,11.45,20.56,1.92,160.55,1314.27,36.47,3.54,56.54,409.17,4.19,0.11,110.27,0.23,94.89,732.35,0.28,1.74,1.13,101.13,6.14,1.73,1.07,3.98,6.47,1859.36,0.0,197.74,39.36
3.57,184,0,False,1,True,0,False,0,True,45,0,75.0,42.0,69.29,26.33,4.38,182.72,5.15,1.02,1.93,0.44,136.08,119.09,30.48,3.67,62.42,345.07,1.84,0.06,40.73,0.18,19.87,478.39,0.07,0.76,0.09,73.68,6.5,1.3,0.53,0.16,0.49,272.95,0.0,0.0,4.56
3.7,252,0,False,1,True,0,True,0,False,15,0,67.0,22.0,46.14,49.69,4.17,312.15,14.49,2.31,2.73,0.92,136.08,351.94,30.27,3.66,62.19,348.79,1.69,0.06,32.39,0.18,16.83,487.69,0.06,0.76,0.1,74.62,6.5,1.31,0.55,1.52,0.0,171.64,0.0,6.56,0.0
33.8249,1085,0,False,1,True,0,True,0,True,10,0,82.0,100.0,51.16,45.1,3.74,1289.88,63.63,10.49,11.89,3.15,725.75,1063.26,162.41,19.28,331.69,1817.91,8.95,0.31,176.84,0.96,104.89,2513.75,0.36,3.78,0.19,377.6,34.65,7.05,2.82,6.32,3.55,1179.36,0.0,89.72,68.59
5.8326,353,0,False,1,False,0,True,0,False,45,0,59.0,17.0,63.2,36.54,0.26,397.95,15.52,6.53,0.26,0.01,292.22,1398.58,60.42,7.15,124.28,676.2,3.01,0.11,56.77,0.34,31.5,875.14,0.11,1.38,0.08,136.69,13.01,2.56,1.03,0.22,0.0,560.03,0.0,0.0,0.0
5.6628,411,0,False,0,False,0,False,0,False,45,0,63.0,25.0,37.52,46.73,15.75,699.9,35.51,15.02,26.93,0.42,316.71,943.0,64.16,8.62,130.82,741.46,4.46,0.21,65.22,0.53,72.63,982.0,0.19,2.16,0.33,163.59,13.02,2.78,1.15,0.53,2.51,999.27,0.58,67.09,5.85
2.6144,254,0,False,0,True,0,False,0,False,7,1,46.0,10.0,16.36,65.55,18.09,523.93,38.14,7.29,23.69,1.16,99.89,1707.91,21.42,3.61,39.43,263.96,1.82,0.14,38.39,0.23,49.34,616.43,0.17,1.14,0.3,62.75,3.07,1.06,0.53,7.72,2.56,558.41,0.22,27.21,14.81
5.2103,379,0,False,1,True,0,False,0,False,40,2,78.0,37.0,55.92,28.67,15.41,308.9,8.36,1.49,10.1,0.58,158.76,394.63,36.68,4.98,73.31,462.22,2.7,0.11,92.65,0.21,50.05,1035.08,0.14,1.1,0.32,105.27,7.58,1.79,0.68,0.5,3.63,335.38,0.0,2.35,14.04
1.8465,62,0,False,1,True,0,True,0,True,10,0,71.0,25.0,45.24,48.94,5.82,80.17,4.38,0.58,1.17,0.23,22.23,296.99,9.1,3.1,20.79,121.34,0.45,0.04,17.82,0.03,13.47,241.53,0.05,0.28,0.07,19.52,0.5,0.19,0.26,1.38,0.59,385.31,2.13,66.79,6.65
0.4918,33,0,False,1,True,0,False,0,False,20,0,18.0,2.0,42.06,38.01,19.93,31.97,1.26,0.21,1.48,0.55,12.96,206.58,3.13,0.47,6.01,39.59,0.23,0.0,0.0,0.03,4.91,72.6,0.0,0.0,0.03,9.62,0.62,0.17,0.06,0.0,0.0,71.67,0.0,2.43,1.65
3.7031,188,0,False,1,True,0,False,0,False,45,0,61.0,23.0,70.52,20.38,9.1,183.61,3.97,0.86,3.99,3.5,136.08,1177.63,30.94,3.9,63.55,340.13,1.56,0.06,34.2,0.17,22.36,481.45,0.06,0.73,0.08,92.09,6.56,1.3,0.58,0.0,0.0,168.34,0.0,0.0,0.0
3.878,494,0,False,1,False,0,False,0,False,45,0,68.0,31.0,24.39,59.43,16.18,665.53,44.62,14.61,27.32,1.33,188.63,14562.14,41.21,5.72,65.89,525.84,8.88,0.29,173.37,0.28,74.06,1415.06,0.93,1.97,1.4,143.81,6.66,2.01,1.06,4.52,6.77,2003.27,0.34,43.44,27.58
7.928999999999999,193,0,False,1,True,0,True,0,True,45,0,21.0,3.0,27.87,68.59,3.54,286.75,21.98,4.76,2.55,0.5,74.84,378.07,20.1,0.0,0.0,11.72,1.24,0.0,22.14,0.02,5.19,64.47,0.02,0.0,0.08,8.15,0.0,0.0,0.02,0.17,0.76,532.37,0.0,33.39,12.32
6.408099999999999,546,0,False,1,True,0,True,0,True,60,0,85.0,75.0,43.64,44.33,12.03,600.61,29.37,4.3,17.92,1.86,272.16,640.1,65.04,9.06,124.69,779.73,7.31,0.18,100.23,0.42,62.16,1531.68,0.75,2.41,1.55,191.45,13.0,2.98,1.35,3.52,4.26,870.23,0.0,20.44,20.9
8.5772,517,0,False,1,True,0,True,0,True,45,0,83.0,69.0,68.26,27.03,4.71,489.35,14.29,2.82,5.61,1.38,362.87,510.27,81.2,9.65,165.78,910.25,4.62,0.16,92.64,0.48,53.47,1264.57,0.17,1.91,0.12,189.48,17.33,3.52,1.41,0.61,1.81,810.77,0.0,67.71,35.59
3.0509,234,0,False,1,False,0,False,0,False,22,0,40.0,9.0,35.68,58.95,5.37,349.43,22.79,11.42,4.68,2.86,118.29,399.73,31.04,3.61,56.82,360.85,0.86,0.13,48.49,0.16,22.85,787.6,0.08,0.85,0.07,60.21,1.58,0.37,0.47,2.5,1.1,665.06,1.85,4.33,13.08
2.3754,336,0,False,1,False,0,False,0,False,45,0,39.0,8.0,45.77,40.58,13.65,201.44,8.73,4.17,6.61,4.7,110.44,692.52,22.15,2.51,41.59,261.9,0.93,0.15,41.79,0.11,25.93,662.94,0.07,0.71,0.09,44.23,1.18,0.41,0.34,1.2,0.52,2445.41,1.4,25.05,9.1
4.2151,343,0,False,1,False,0,False,0,False,60,0,67.0,29.0,46.44,42.04,11.52,276.79,12.84,5.59,7.92,4.34,146.11,320.39,31.91,4.5,62.61,382.03,2.18,0.09,61.98,0.24,39.64,829.44,6.22,1.03,0.46,89.79,6.51,1.45,0.68,1.35,2.15,1529.62,0.0,14.34,21.98
4.2991,298,0,False,1,False,0,False,0,False,45,0,68.0,31.0,50.62,46.05,3.33,345.32,16.78,8.36,2.73,0.79,211.54,381.31,41.51,5.05,83.37,476.23,2.99,0.14,76.24,0.26,91.85,813.26,0.12,1.15,0.39,121.81,8.69,1.76,0.78,1.05,0.98,3877.15,0.21,172.22,10.46
3.7215,251,0,False,0,False,0,False,0,False,45,0,47.0,13.0,23.02,74.38,2.6,546.58,45.12,17.92,3.56,0.73,196.82,525.82,31.42,3.93,62.89,361.18,2.76,0.11,73.76,0.19,30.96,579.67,0.09,0.9,0.29,82.88,6.55,1.36,0.61,3.26,0.75,1107.04,0.42,19.67,5.23
3.4603,299,0,False,1,True,0,False,0,False,45,1,75.0,35.0,35.53,51.35,13.12,376.59,21.36,2.7,12.28,7.45,136.08,1537.05,33.26,4.76,63.29,388.07,2.31,0.13,86.32,0.22,68.99,689.14,0.14,0.98,0.3,88.8,6.52,1.45,0.74,4.64,1.27,445.96,0.0,39.27,22.52
2.0831,153,0,False,1,True,0,False,0,False,45,0,62.0,23.0,62.22,32.13,5.65,145.03,4.68,2.21,1.85,0.07,90.72,226.04,20.39,2.43,41.83,230.64,1.15,0.04,26.57,0.12,13.47,316.48,0.05,0.51,0.09,47.56,4.33,0.88,0.38,0.0,0.0,271.71,0.0,33.55,4.13
3.6219,202,0,False,1,True,0,True,0,True,25,0,74.0,40.0,60.29,33.66,6.05,205.91,7.58,1.37,3.06,0.7,136.08,263.51,30.54,3.63,62.22,342.58,1.9,0.06,43.22,0.18,19.71,483.78,0.07,0.72,0.08,72.57,6.5,1.34,0.54,0.64,1.07,191.97,0.0,5.42,15.12
4.9261,241,0,False,1,False,0,False,0,False,45,2,61.0,18.0,67.98,29.08,2.94,247.14,7.69,2.64,1.75,0.39,187.54,371.58,40.47,4.83,82.92,454.41,3.23,0.08,57.23,0.24,25.04,608.04,0.08,0.99,0.12,94.2,8.67,1.72,0.7,0.15,0.67,316.61,0.0,17.36,4.45
0.8181,70,0,False,1,True,0,False,0,False,1452,11,42.0,5.0,49.5,19.12,31.38,58.37,1.23,0.26,4.54,2.14,27.2,404.46,7.17,0.88,13.01,85.74,0.58,0.04,13.98,0.05,7.69,140.33,0.05,0.36,0.09,20.52,1.3,0.33,0.13,0.0,0.56,64.3,0.0,6.97,1.58
3.1305,268,0,False,1,True,0,False,0,False,45,0,68.0,29.0,48.63,37.25,14.12,274.38,11.14,1.88,9.51,6.11,136.08,1199.89,32.73,4.59,62.38,373.74,2.17,0.1,41.88,0.23,37.88,616.39,0.13,0.85,0.3,86.27,6.5,1.44,0.6,0.18,0.55,302.39,0.0,13.55,19.89
5.876799999999999,713,0,False,1,False,0,False,0,False,45,0,81.0,60.0,26.28,40.81,32.91,589.03,27.67,14.13,50.21,20.46,203.04,644.72,40.09,6.95,65.76,695.31,4.84,0.44,303.72,0.47,105.46,1842.36,1.93,2.26,1.19,174.06,6.6,2.41,1.4,2.59,7.97,14589.86,0.39,874.24,251.17
8.5772,517,0,False,1,True,0,True,0,True,30,0,83.0,69.0,68.26,27.03,4.71,489.35,14.29,2.82,5.61,1.38,362.87,510.27,81.2,9.65,165.78,910.25,4.62,0.16,92.64,0.48,53.47,1264.57,0.17,1.91,0.12,189.48,17.33,3.52,1.41,0.61,1.81,810.77,0.0,67.71,35.59
3.4977,283,0,False,1,True,0,False,0,True,45,0,84.0,65.0,37.99,48.21,13.8,332.32,17.72,2.75,11.41,6.93,136.08,297.94,31.42,4.35,62.41,368.17,2.3,0.13,53.1,0.22,50.1,663.66,0.12,0.93,0.2,83.6,6.5,1.52,0.74,3.15,2.51,2268.62,0.0,13.32,81.9
6.1009,204,0,False,1,True,0,False,0,False,30,0,70.0,35.0,72.77,21.13,6.1,200.01,3.99,0.87,2.59,0.94,136.08,370.52,30.89,3.8,62.46,347.04,1.68,0.06,33.47,0.18,21.49,474.39,0.07,0.74,0.06,72.85,6.5,1.3,0.52,0.0,0.26,236.17,0.0,17.25,1.58
2.3409,161,1,True,1,True,0,False,0,False,2895,1,15.0,2.0,11.92,9.95,78.13,281.83,2.77,0.52,48.99,29.87,0.0,3020.89,7.47,1.15,4.13,99.4,1.74,0.13,46.67,0.06,12.13,168.35,0.23,1.26,0.5,33.22,0.0,0.25,0.13,0.0,2.62,0.0,0.0,13.43,0.0
3.6375,205,0,False,1,True,0,True,0,True,45,0,71.0,35.0,64.16,28.27,7.57,198.72,6.08,2.3,3.67,0.93,136.08,409.36,31.06,3.79,62.2,352.12,1.68,0.08,40.94,0.18,19.4,492.02,0.09,0.76,0.08,74.96,6.5,1.33,0.58,0.17,0.58,263.84,0.0,2.21,23.54
2.0933,202,0,False,1,False,0,False,0,False,45,275,66.0,10.0,17.33,62.93,19.74,150.49,10.87,3.17,7.67,4.27,32.71,222.4,6.73,1.52,10.81,100.36,0.97,0.04,39.79,0.1,26.58,462.44,6.17,0.46,0.43,32.84,1.09,0.38,0.25,1.93,2.12,1401.98,0.0,16.47,21.81
4.6552,351,0,False,1,False,0,False,0,False,20,0,79.0,53.0,34.63,51.21,14.16,383.06,22.03,3.43,13.71,4.39,136.64,573.0,33.52,4.71,63.91,409.05,2.19,0.19,73.54,0.25,80.61,891.17,0.22,1.27,0.29,96.35,6.58,2.2,0.77,2.89,5.17,1045.42,0.0,54.9,17.63
3.0743,183,0,False,1,True,0,False,0,False,45,0,51.0,15.0,38.7,57.68,3.62,265.52,17.0,11.84,2.4,0.58,113.4,765.97,25.67,3.15,51.99,290.58,1.47,0.06,33.25,0.15,23.14,427.06,0.07,0.65,0.07,62.03,5.41,1.1,0.46,0.63,0.46,262.7,0.0,28.66,5.62
10.0407,711,0,False,1,True,0,False,0,True,45,1,86.0,77.0,64.53,24.14,11.33,520.78,13.78,2.74,14.55,2.98,362.87,542.73,82.9,10.45,166.3,967.12,5.35,0.2,137.76,0.54,92.91,1750.51,0.28,2.2,0.38,211.39,17.33,3.78,1.52,0.8,6.07,1143.91,0.0,6.52,48.96
4.4381,326,0,False,1,True,0,False,0,True,45,0,78.0,49.0,52.2,35.41,12.39,250.25,9.62,1.3,7.58,4.97,136.08,674.46,31.92,4.88,62.67,376.54,2.24,0.15,49.98,0.24,68.72,801.54,0.12,1.04,0.26,95.09,6.52,1.62,0.81,3.44,2.52,3585.82,0.0,28.58,107.43
1.7248,131,0,False,1,False,0,False,1,False,15,1,39.0,7.0,17.85,74.18,7.97,210.04,16.57,4.0,4.01,1.26,42.85,344.5,8.97,1.16,15.75,100.95,1.26,0.05,67.38,0.06,32.39,258.76,0.06,0.35,0.12,27.94,1.63,0.44,0.17,1.31,1.36,1417.2,0.0,161.97,13.89
7.756299999999999,349,0,False,1,True,0,False,0,False,45,0,71.0,37.0,53.68,27.0,19.32,252.58,7.64,1.19,12.29,3.68,136.08,736.72,34.16,8.73,69.55,494.13,2.81,0.34,52.9,0.21,49.48,899.58,0.26,2.06,0.76,104.0,6.5,3.06,0.91,0.51,3.8,403.32,0.45,53.44,6.55
11.2052,1256,0,False,1,True,0,True,0,True,46,0,84.0,86.0,72.37,20.81,6.82,495.68,11.0,2.35,8.12,4.15,362.87,255026.31,86.1,10.4,174.7,930.54,6.97,0.39,259.51,0.51,84.81,1498.57,0.38,2.73,0.88,207.26,17.36,3.78,1.61,1.41,2.8,2913.29,0.0,34.47,111.72
3.8261,208,0,False,1,False,0,True,0,False,45,0,47.0,13.0,48.38,47.28,4.34,257.81,13.21,4.95,2.73,0.8,151.13,512.32,30.42,3.65,62.26,341.93,1.58,0.06,31.63,0.18,19.7,467.16,0.07,0.72,0.05,70.49,6.52,1.31,0.53,0.71,0.0,445.46,0.0,19.45,3.86
4.1352,274,0,False,1,True,0,False,0,True,45,0,63.0,25.0,42.75,53.94,3.31,422.14,25.15,7.53,3.47,1.79,183.18,1109.04,44.85,3.92,62.18,351.52,1.75,0.08,36.62,0.19,31.38,551.75,0.08,0.8,0.1,75.7,6.5,1.4,0.61,2.54,1.0,921.07,0.0,12.36,31.75
3.3635,270,0,False,1,True,0,False,0,False,25,1,85.0,60.0,56.81,26.59,16.6,201.3,5.96,1.14,8.37,4.21,113.4,417.09,28.64,4.17,54.96,353.5,3.85,0.22,53.99,0.31,73.71,613.34,0.3,1.4,0.28,76.92,5.42,1.41,0.55,1.57,2.89,992.89,0.0,50.97,7.36
5.9505,204,0,False,0,True,0,False,0,False,45,0,72.0,37.0,44.34,52.16,3.5,285.08,16.16,2.64,2.44,0.45,136.68,422.96,30.91,3.77,62.85,342.38,1.71,0.06,48.24,0.19,18.87,455.66,0.08,0.73,0.07,70.87,6.5,1.3,0.53,1.46,0.59,374.47,0.0,5.14,4.15
10.736199999999998,1072,0,False,1,True,0,False,0,True,45,0,87.0,100.0,58.0,30.84,11.16,683.06,23.09,3.3,18.8,4.16,167.83,132367.09,97.73,3.55,174.12,1035.72,6.77,0.17,507.37,0.36,64.05,2541.06,0.53,3.09,1.99,248.39,13.61,3.7,2.2,7.65,10.76,3193.99,46.27,14.71,118.11
7.3847,382,0,False,1,True,0,False,0,True,45,65,75.0,18.0,15.01,62.08,22.91,457.8,32.48,5.9,26.97,22.33,58.71,489.94,17.68,1.83,1.66,48.11,0.76,0.11,36.1,0.08,86.9,458.78,0.2,0.34,0.19,26.91,0.0,0.5,0.37,4.71,4.01,3333.37,0.0,37.88,111.71
